,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
107,17,False,False,430298470,694067915,430298470+694067915=,8,0,1127368385,98,4,"759135560+659749556=1418885116,342850479+609897752=952748231",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
108,18,False,False,7169254,6322530,7169254+6322530=,8,0,13411784,97,3,"1353124+7599746=8952870,5221890+7055244=12277134",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
109,19,False,False,8572387,76470457,8572387+76470457=,8,0,85042844,97,3,"5651409+51942618=57594027,5855056+85826552=91681608",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
110,20,False,False,4304231,377004109,4304231+377004109=,8,0,381308340,97,3,"5518636+462272780=467791416,6215726+621763728=627979454",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
111,21,False,False,92387097,3019679,92387097+3019679=,8,0,95406776,97,3,"64370260+4695929=69066189,28362114+1165970=29528084",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
112,22,False,False,35295736,81720003,35295736+81720003=,8,0,117215739,97,3,"19187603+78147719=97335322,54329891+98219945=152549836",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
113,23,False,False,31569348,923325852,31569348+923325852=,8,0,954895200,97,3,"20505574+143375668=163881242,47084062+810473151=857557213",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
114,24,False,False,851153427,4266518,851153427+4266518=,8,0,855419945,97,3,"438192840+6536845=444729685,668286416+4501663=672788079",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
115,25,False,False,910436316,79313778,910436316+79313778=,8,0,989750094,97,3,"308576985+79900196=388477181,423716216+57760965=481477181",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
116,26,False,False,439288219,390148286,439288219+390148286=,8,0,829436505,97,3,"483178294+367894798=851073092,215997995+358107261=574105256",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
117,27,False,False,7859788,7979386,7859788+7979386=,8,0,15819174,97,3,"7915348+3755273=11670621,2573176+1353515=3926691",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
118,28,False,False,5746685,74617405,5746685+74617405=,8,0,80364090,97,3,"8976296+31405795=40382091,2795267+63582370=66377637",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
119,29,False,False,1227763,881768096,1227763+881768096=,8,0,882995859,97,3,"1780033+705673890=707453923,7733991+354818585=362552576",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
120,30,False,False,28696832,1516385,28696832+1516385=,8,0,30213217,97,3,"86145840+8051076=94196916,58348693+9111098=67459791",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
121,31,False,False,86669258,60294542,86669258+60294542=,8,0,146463800,97,3,"93190577+20558223=113748800,34211445+19381746=53593191",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
122,32,False,False,26269523,860417848,26269523+860417848=,8,0,886687371,97,3,"33333515+206970314=240303829,93646189+107072679=200718868",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
123,33,False,False,288317111,6719702,288317111+6719702=,8,0,295036813,97,3,"980628224+6638009=987266233,501452775+4591549=506044324",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
124,34,False,False,375974393,17570295,375974393+17570295=,8,0,393544688,97,3,"301013149+87833653=388846802,531799565+29277255=561076820",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
125,35,False,False,702855193,392159457,702855193+392159457=,8,0,1095016650,98,4,"347247543+817671650=1164919193,107807235+120348149=228155384",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
126,36,False,False,8293063,5579292,8293063+5579292=,8,0,13882355,97,3,"4372863+6960221=11333084,9604018+6749040=16353058",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
127,37,False,False,8677809,26959317,8677809+26959317=,8,0,35637126,97,3,"2187187+88831351=91018538,2310290+78427808=80738098",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
128,38,False,False,9709796,498497748,9709796+498497748=,8,0,508207544,97,3,"8434716+873768068=882202784,1179751+480369246=481548997",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
129,39,False,False,83954275,8324636,83954275+8324636=,8,0,92278911,97,3,"86565680+1779455=88345135,35767442+5626018=41393460",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
130,40,False,False,84038950,59508035,84038950+59508035=,8,0,143146985,97,3,"79020648+72254525=151275173,76244349+57172909=133417258",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
131,41,False,False,47706879,737397363,47706879+737397363=,8,0,785104242,97,3,"56560600+123737009=180297609,45042024+142412053=187454077",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
132,42,False,False,975019769,8584821,975019769+8584821=,8,0,983604590,97,3,"568523746+2000769=570524515,534208557+8099138=542307695",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
133,43,False,False,764100366,12205532,764100366+12205532=,8,0,776305898,97,3,"643814214+88118380=731932594,909327098+41776717=951103815",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
134,44,False,False,325038684,314311216,325038684+314311216=,8,0,639349900,97,3,"159433095+547300138=706733233,279042564+268174744=547217308",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
135,45,False,False,3626898,8897740,3626898+8897740=,8,0,12564638,97,3,"3284763+5741497=9026260,6768685+4415737=11184422",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
136,46,False,False,3654384,90928948,3654384+90928948=,8,0,94583332,97,3,"7554729+49308681=56863410,3920056+44828991=48749047",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
137,47,False,False,5215841,248222037,5215841+248222037=,8,0,253437878,97,3,"3613625+370777935=374391560,5389495+842073747=847463242",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
138,48,False,False,83213051,3277055,83213051+3277055=,8,0,86490106,97,3,"88767267+4986040=93753307,12340596+2302082=14642678",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
139,49,False,False,97302597,72197177,97302597+72197177=,8,0,169599774,97,3,"93037001+56863043=149900044,28799148+14095922=42895070",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
140,50,False,False,43522959,626053173,43522959+626053173=,8,0,669576132,97,3,"49217907+374160669=423378576,24935627+672966926=697902553",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
141,51,False,False,810599385,6461223,810599385+6461223=,8,0,816060608,97,3,"183185645+1115750=184301395,273074170+4822163=277896333",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
142,52,False,False,368321110,61308300,368321110+61308300=,8,0,429629410,97,3,"316689475+24614772=341304247,555412191+63995560=619407751",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
143,53,False,False,347634465,156805150,347634465+156805150=,8,0,504439615,98,3,"226011341+987955479=1213966820,409531973+174837054=584369027",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
144,54,False,False,8980889,7917286,8980889+7917286=,8,0,16888175,97,3,"4456432+7357009=11813441,4324606+4573539=8898145",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
145,55,False,False,3149015,51428634,3149015+51428634=,8,0,54577649,97,3,"3031743+32401010=35432753,3092719+16655738=19748457",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
146,56,False,False,3132772,920969091,3132772+920969091=,8,0,924101863,97,3,"5953003+672494683=678447686,2490680+797585886=800076566",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
147,57,False,False,15986434,1392246,15986434+1392246=,8,0,17378680,97,3,"68102662+2759250=70861912,62670221+1902364=64572585",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
148,58,False,False,48951570,94029536,48951570+94029536=,8,0,142981106,97,3,"86000733+28775209=114775942,68587153+97069642=165656795",gpt-3.5-turbo-0301,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,0,0,2,0,1
