,problem_index,flip_problem,flip_shots,num1,num2,problem_msg,problem_tokens,response_repeat,response,prompt_tokens,completion_tokens,shots,model,system_prompt,problem_number_format,answer_number_format,num_spaces,num_trailing_spaces,num_shots,problem_rng_key,shots_rng_key
948,48,False,False,83213051,3277055,83213051  +  3277055  =  ,13,0,86490106,154,3,"25283282+9796869=35080151,58304453+2776711=61081164,34633851+7630980=42264831,74787877+8292929=83080806",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
949,49,False,False,97302597,72197177,97302597  +  72197177  =  ,13,0,169499774,154,3,"65441402+50388205=115829607,75755341+70938707=146694048,64994440+58094483=123088923,55514057+89623774=145137831",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
950,50,False,False,43522959,626053173,43522959  +  626053173  =  ,13,0,669576132,154,3,"20248800+155538233=175787033,62941299+162294759=225236058,74823235+295558200=370381435,89978557+326857851=416836408",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
951,51,False,False,810599385,6461223,810599385  +  6461223  =  ,13,0,817060608,154,3,"953479171+7387311=960866482,430057397+4436524=434493921,792892965+7165502=800058467,873862493+2152811=876015304",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
952,52,False,False,368321110,61308300,368321110  +  61308300  =  ,13,0,429629410,154,3,"820476028+71393071=891869099,582906563+41684743=624591306,255303386+23198612=278501998,259247149+42154560=301401709",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
953,53,False,False,347634465,156805150,347634465  +  156805150  =  ,13,0,504439615,157,3,"442656002+745640661=1188296663,243749743+964495271=1208245014,573190969+381579367=954770336,698144533+987617493=1685762026",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
954,54,False,False,8980889,7917286,8980889  +  7917286  =  ,13,0,16898175,154,3,"9024357+1227770=10252127,3392850+9921229=13314079,3512429+5832201=9344630,4321721+6533395=10855116",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
955,55,False,False,3149015,51428634,3149015  +  51428634  =  ,13,0,54577649,154,3,"6777602+20730980=27508582,7781740+79178826=86960566,9738280+25092235=34830515,3356915+76697244=80054159",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
956,56,False,False,3132772,920969091,3132772  +  920969091  =  ,13,0,924101863,154,3,"3052231+262011137=265063368,6995651+941394119=948389770,4435874+397891158=402327032,2896797+698234657=701131454",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
957,57,False,False,15986434,1392246,15986434  +  1392246  =  ,13,0,17378680,154,3,"94390531+6376651=100767182,71721546+7684332=79405878,24580850+6885358=31466208,37410614+6410927=43821541",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
958,58,False,False,48951570,94029536,48951570  +  94029536  =  ,13,0,142981106,154,3,"51475526+65020887=116496413,75248982+92670558=167919540,95220522+67581857=162802379,50902881+68345816=119248697",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
959,59,False,False,22063662,572653085,22063662  +  572653085  =  ,13,0,594716747,154,3,"41749013+255440044=297189057,42240231+632921044=675161275,15314894+634172729=649487623,97658949+150039797=247698746",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
960,60,False,False,291062901,3723758,291062901  +  3723758  =  ,13,0,294786659,154,3,"449822635+7161725=456984360,431250237+1774312=433024549,330274606+3711456=333986062,119206960+8275021=127481981",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
961,61,False,False,117221765,47622549,117221765  +  47622549  =  ,13,0,164844314,155,3,"628321339+76593538=704914877,557939435+14842557=572781992,959518128+99916061=1059434189,557823044+75978544=633801588",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
962,62,False,False,730626411,467731809,730626411  +  467731809  =  ,13,0,1198358220,156,4,"333122325+422287009=755409334,697759273+384216812=1081976085,153656965+419348101=573005066,607350211+555921363=1163271574",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
963,63,False,False,3714885,7521962,3714885  +  7521962  =  ,13,0,11236847,154,3,"3192677+4843065=8035742,1857940+8687296=10545236,3788709+3759494=7548203,8099161+1298400=9397561",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
964,64,False,False,9006484,53267652,9006484  +  53267652  =  ,13,0,62274136,154,3,"8868659+58758934=67627593,2507536+90892495=93400031,5188340+49621959=54810299,5692167+50001179=55693346",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
965,65,False,False,5222029,198699994,5222029  +  198699994  =  ,13,0,203922023,154,3,"5110032+954935765=960045797,5100999+942763896=947864895,7226390+959870638=967097028,8749481+475188255=483937736",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
966,66,False,False,64833346,1716892,64833346  +  1716892  =  ,13,0,66550238,154,3,"14831565+5183208=20014773,40093737+4533546=44627283,87194665+9200643=96395308,87214872+5887259=93102131",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
967,67,False,False,10226838,45688794,10226838  +  45688794  =  ,13,0,55915632,154,3,"69171050+31494351=100665401,11339662+71570697=82910359,74681600+71851756=146533356,75120658+32122994=107243652",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
968,68,False,False,49922028,225780966,49922028  +  225780966  =  ,13,0,275702994,154,3,"88439031+591100591=679539622,24754437+706429018=731183455,69635860+466558692=536194552,80782593+417139524=497922117",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
969,69,False,False,131742199,8562138,131742199  +  8562138  =  ,13,0,140304337,154,3,"663290078+1607938=664898016,648616808+4704115=653320923,214669675+4460116=219129791,800489640+4930345=805419985",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
970,70,False,False,144889651,97098489,144889651  +  97098489  =  ,13,0,241988140,154,3,"442681339+51156209=493837548,891321577+27324017=918645594,159769725+44703461=204473186,409076347+57396659=466473006",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
971,71,False,False,167544901,475350920,167544901  +  475350920  =  ,13,0,642895821,156,3,"429170032+156586544=585756576,741096765+627396294=1368493059,176438491+270449484=446887975,395717541+621763534=1017481075",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
972,72,False,False,9374668,6122542,9374668  +  6122542  =  ,13,0,15497210,154,3,"3212667+4147391=7360058,7473273+8936637=16409910,9212175+1293633=10505808,5495585+4992310=10487895",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
973,73,False,False,1973134,13007120,1973134  +  13007120  =  ,13,0,14980254,154,3,"1779702+72106388=73886090,3089586+15208345=18297931,3915283+93401155=97316438,2397783+46900122=49297905",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
974,74,False,False,9360347,717451560,9360347  +  717451560  =  ,13,0,726721907,154,3,"9610905+611339178=620950083,7686006+113879523=121565529,1193689+707498343=708692032,2090288+932547996=934638284",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
975,75,False,False,28505409,2617207,28505409  +  2617207  =  ,13,0,31122616,154,3,"99345182+6571754=105916936,91965103+3036207=95001310,31174312+3986514=35160826,89557242+2612819=92170061",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
976,76,False,False,21598838,85133526,21598838  +  85133526  =  ,13,0,106732364,154,3,"14403606+40864577=55268183,95913147+59723328=155636475,64204070+39417551=103621621,18088543+88852696=106941239",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
977,77,False,False,83901777,962169873,83901777  +  962169873  =  ,13,0,1046071650,154,4,"11427754+213320992=224748746,22442956+165284501=187727457,92172383+604045265=696217648,48410100+796454005=844864105",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
978,78,False,False,311491260,3425934,311491260  +  3425934  =  ,13,0,314917194,154,3,"752322854+3638091=755960945,861851657+3801709=865653366,156735751+7069473=163805224,226735525+9673523=236409048",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
979,79,False,False,986793495,54021090,986793495  +  54021090  =  ,13,0,1040814585,154,4,"280863410+19383878=300247288,181654725+60901895=242556620,644888286+95473255=740361541,919499685+35193721=954693406",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
980,80,False,False,494414977,632215798,494414977  +  632215798  =  ,13,0,1126630775,157,4,"309059058+189970371=499029429,946926418+229370089=1176296507,430753560+965535416=1396288976,921340901+988399158=1909740059",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
981,81,False,False,1677324,7514842,1677324  +  7514842  =  ,13,0,9192166,154,3,"9873286+6188478=16061764,9275110+4829167=14104277,6449651+7180633=13630284,5764391+8553625=14318016",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
982,82,False,False,8842593,12036159,8842593  +  12036159  =  ,13,0,20878752,154,3,"9411097+59991212=69402309,8114218+48967670=57081888,6286780+75839730=82126510,1964908+43583276=45548184",gpt-4-0314,"You are MathGPT, an expert at solving math problems. When given a math problem, you respond only with the answer. You do not say any other words.",nosep,nosep,2,2,4,0,1
